id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_cost_per_unit,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Sale20240127087,Sale,2024-01-27,1066.15,,,Paid,150.0,,,,F001,Quick Meal Set,5.0,213.23,Cash,C015,53.31,1012.84,750.0,316.15,"On January 27, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $213.23, totaling $1066.15. The cost amount for this transaction was $750.00, with a tax amount of $53.31, leading to a total amount due of $1012.84. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240127088,Sale,2024-01-27,4265.04,,,Paid,880.0,,,,F003,Deluxe Meal Set,3.0,1421.68,Cash,C014,213.25,4051.79,2640.0,1625.04,"On January 27, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1421.68, totaling $4265.04. The cost amount for this transaction was $2640.00, with a tax amount of $213.25, leading to a total amount due of $4051.79. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240127001,Financial Expenses,2024-01-27,971.17,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Financial Expenses, totaling $971.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240128089,Sale,2024-01-28,32806.8,,,Paid,5000.0,,,,R003,Luxury Suite,4.0,8201.7,Cash,C020,1640.34,31166.46,20000.0,12806.8,"On January 28, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $8201.70, totaling $32806.80. The cost amount for this transaction was $20000.00, with a tax amount of $1640.34, leading to a total amount due of $31166.46. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240128090,Sale,2024-01-28,6153.48,,,Paid,1500.0,,,,R001,Standard Room,3.0,2051.16,Cash,C012,307.67,5845.81,4500.0,1653.48,"On January 28, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2051.16, totaling $6153.48. The cost amount for this transaction was $4500.00, with a tax amount of $307.67, leading to a total amount due of $5845.81. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240128091,Sale,2024-01-28,8589.64,,,Unpaid,1500.0,,,,R001,Standard Room,4.0,2147.41,Account Receviable,C017,429.48,8160.16,6000.0,2589.64,"On January 28, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2147.41, totaling $8589.64. The cost amount for this transaction was $6000.00, with a tax amount of $429.48, leading to a total amount due of $8160.16. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240128001,Sales Expenses,2024-01-28,593.98,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Sales Expenses, totaling $593.98. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240129093,Sale,2024-01-29,6303.45,,,Paid,880.0,,,,F003,Deluxe Meal Set,5.0,1260.69,Cash,C004,315.17,5988.28,4400.0,1903.45,"On January 29, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1260.69, totaling $6303.45. The cost amount for this transaction was $4400.00, with a tax amount of $315.17, leading to a total amount due of $5988.28. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240129094,Sale,2024-01-29,5792.12,,,Paid,2000.0,,,,R002,Business Room,2.0,2896.06,Cash,C003,289.61,5502.51,4000.0,1792.12,"On January 29, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2896.06, totaling $5792.12. The cost amount for this transaction was $4000.00, with a tax amount of $289.61, leading to a total amount due of $5502.51. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240129001,Administrative Expenses,2024-01-29,228.46,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Administrative Expenses, totaling $228.46. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240129001,Sales Expenses,2024-01-29,212.96,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Sales Expenses, totaling $212.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240130096,Sale,2024-01-30,1189.1,,,Paid,350.0,,,,F002,Business Meal Set,2.0,594.55,Cash,C014,59.45,1129.65,700.0,489.1,"On January 30, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $594.55, totaling $1189.10. The cost amount for this transaction was $700.00, with a tax amount of $59.45, leading to a total amount due of $1129.65. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240130097,Sale,2024-01-30,10643.5,,,Paid,1500.0,,,,R001,Standard Room,5.0,2128.7,Cash,C018,532.18,10111.32,7500.0,3143.5,"On January 30, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2128.70, totaling $10643.50. The cost amount for this transaction was $7500.00, with a tax amount of $532.18, leading to a total amount due of $10111.32. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240130001,Administrative Expenses,2024-01-30,123.24,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Administrative Expenses, totaling $123.24. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240130001,Sales Expenses,2024-01-30,864.48,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Sales Expenses, totaling $864.48. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240131099,Sale,2024-01-31,3693.42,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,3.0,1231.14,Account Receviable,C016,184.67,3508.75,2640.0,1053.42,"On January 31, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1231.14, totaling $3693.42. The cost amount for this transaction was $2640.00, with a tax amount of $184.67, leading to a total amount due of $3508.75. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240131100,Sale,2024-01-31,517.14,,,Unpaid,150.0,,,,F001,Quick Meal Set,2.0,258.57,Account Receviable,C017,25.86,491.28,300.0,217.14,"On January 31, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $258.57, totaling $517.14. The cost amount for this transaction was $300.00, with a tax amount of $25.86, leading to a total amount due of $491.28. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240131101,Sale,2024-01-31,9388.8,,,Paid,1500.0,,,,R001,Standard Room,4.0,2347.2,Cash,C003,469.44,8919.36,6000.0,3388.8,"On January 31, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2347.20, totaling $9388.80. The cost amount for this transaction was $6000.00, with a tax amount of $469.44, leading to a total amount due of $8919.36. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231021,Purchase,2023-12-31,334080.0,Director,Supervisor,Paid,2880.0,Cash,S009,Supplier 9,F004,Banquet Set,116.0,2880.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 116.0 units at a unit price of $2880.00, totaling $334080.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S009, and the supplier name is Supplier 9.",
Expense20240131001,Financial Expenses,2024-01-31,451.0,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Financial Expenses, totaling $451.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240201102,Sale,2024-02-01,3569.46,,,Paid,880.0,,,,F003,Deluxe Meal Set,3.0,1189.82,Cash,C015,178.47,3390.99,2640.0,929.46,"On February 01, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1189.82, totaling $3569.46. The cost amount for this transaction was $2640.00, with a tax amount of $178.47, leading to a total amount due of $3390.99. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240201103,Sale,2024-02-01,463.4,,,Paid,350.0,,,,F002,Business Meal Set,1.0,463.4,Cash,C014,23.17,440.23,350.0,113.4,"On February 01, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $463.40, totaling $463.40. The cost amount for this transaction was $350.00, with a tax amount of $23.17, leading to a total amount due of $440.23. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240201001,Administrative Expenses,2024-02-01,231.23,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $231.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240201001,Sales Expenses,2024-02-01,531.77,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Sales Expenses, totaling $531.77. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,45741.88,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $45741.88.",
Interest20240201032,Interest Receivables,2024-02-01,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240202105,Sale,2024-02-02,9020.52,,,Paid,2880.0,,,,F004,Banquet Set,2.0,4510.26,Cash,C018,451.03,8569.49,5760.0,3260.52,"On February 02, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $4510.26, totaling $9020.52. The cost amount for this transaction was $5760.00, with a tax amount of $451.03, leading to a total amount due of $8569.49. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240202106,Sale,2024-02-02,2997.25,,,Paid,2000.0,,,,R002,Business Room,1.0,2997.25,Cash,C017,149.86,2847.39,2000.0,997.25,"On February 02, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2997.25, totaling $2997.25. The cost amount for this transaction was $2000.00, with a tax amount of $149.86, leading to a total amount due of $2847.39. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240202001,Administrative Expenses,2024-02-02,857.74,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Administrative Expenses, totaling $857.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240202033,Interest Receivables,2024-02-02,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 02, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240203107,Sale,2024-02-03,4743.14,,,Unpaid,1500.0,,,,R001,Standard Room,2.0,2371.57,Account Receviable,C015,237.16,4505.98,3000.0,1743.14,"On February 03, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2371.57, totaling $4743.14. The cost amount for this transaction was $3000.00, with a tax amount of $237.16, leading to a total amount due of $4505.98. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240203108,Sale,2024-02-03,31835.68,,,Unpaid,5000.0,,,,R003,Luxury Suite,4.0,7958.92,Account Receviable,C017,1591.78,30243.9,20000.0,11835.68,"On February 03, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $7958.92, totaling $31835.68. The cost amount for this transaction was $20000.00, with a tax amount of $1591.78, leading to a total amount due of $30243.90. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231022,Purchase,2023-12-31,852480.0,Director,Supervisor,Unpaid,2880.0,Account Payable,S003,Supplier 3,F004,Banquet Set,296.0,2880.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 296.0 units at a unit price of $2880.00, totaling $852480.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S003, and the supplier name is Supplier 3.",
Expense20240203001,Sales Expenses,2024-02-03,578.63,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $578.63. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240203034,Interest Receivables,2024-02-03,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 03, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240204110,Sale,2024-02-04,3862.95,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,3.0,1287.65,Account Receviable,C010,193.15,3669.8,2640.0,1222.95,"On February 04, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1287.65, totaling $3862.95. The cost amount for this transaction was $2640.00, with a tax amount of $193.15, leading to a total amount due of $3669.80. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240204001,Financial Expenses,2024-02-04,641.78,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Financial Expenses, totaling $641.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240204035,Interest Receivables,2024-02-04,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 04, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240205111,Sale,2024-02-05,23634.9,,,Paid,2880.0,,,,F004,Banquet Set,5.0,4726.98,Cash,C017,1181.75,22453.15,14400.0,9234.9,"On February 05, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $4726.98, totaling $23634.90. The cost amount for this transaction was $14400.00, with a tax amount of $1181.75, leading to a total amount due of $22453.15. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240205112,Sale,2024-02-05,461.85,,,Paid,350.0,,,,F002,Business Meal Set,1.0,461.85,Cash,C002,23.09,438.76,350.0,111.85,"On February 05, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $461.85, totaling $461.85. The cost amount for this transaction was $350.00, with a tax amount of $23.09, leading to a total amount due of $438.76. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240205001,Sales Expenses,2024-02-05,703.14,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Sales Expenses, totaling $703.14. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240205001,Sales Expenses,2024-02-05,991.65,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,"On February 05, 2024, an invoice was issued for a Sales Expenses, totaling $991.65. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240205036,Interest Receivables,2024-02-05,262.74,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 05, 2024, an invoice was issued for a Interest Receivables, totaling $262.74. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
