id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Sale20240127077,Sale,2024-01-27,1870.44,,,Unpaid,,350.0,,,F002,Business Meal Set,4.0,467.61,Account Receviable,C001,93.52,1776.92,1400.0,470.44,,,"On January 27, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $467.61, totaling $1870.44. The cost amount for this transaction was $1400.00, with a tax amount of $93.52, leading to a total amount due of $1776.92. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240127078,Sale,2024-01-27,16028.32,,,Paid,,2880.0,,,F004,Banquet Set,4.0,4007.08,Cash,C009,801.42,15226.9,11520.0,4508.32,,,"On January 27, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $4007.08, totaling $16028.32. The cost amount for this transaction was $11520.00, with a tax amount of $801.42, leading to a total amount due of $15226.90. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240127079,Sale,2024-01-27,8186.08,,,Paid,,1500.0,,,R001,Standard Room,4.0,2046.52,Cash,C009,409.3,7776.78,6000.0,2186.08,,,"On January 27, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2046.52, totaling $8186.08. The cost amount for this transaction was $6000.00, with a tax amount of $409.30, leading to a total amount due of $7776.78. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240127001,Sales Expenses,2024-01-27,898.56,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Sales Expenses, totaling $898.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240127001,Financial Expenses,2024-01-27,112.95,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Financial Expenses, totaling $112.95. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240128081,Sale,2024-01-28,20553.21,,,Paid,,5000.0,,,R003,Luxury Suite,3.0,6851.07,Cash,C012,1027.66,19525.55,15000.0,5553.21,,,"On January 28, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $6851.07, totaling $20553.21. The cost amount for this transaction was $15000.00, with a tax amount of $1027.66, leading to a total amount due of $19525.55. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240128082,Sale,2024-01-28,12822.16,,,Unpaid,,2000.0,,,R002,Business Room,4.0,3205.54,Account Receviable,C020,641.11,12181.05,8000.0,4822.16,,,"On January 28, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3205.54, totaling $12822.16. The cost amount for this transaction was $8000.00, with a tax amount of $641.11, leading to a total amount due of $12181.05. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240128001,Administrative Expenses,2024-01-28,715.18,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Administrative Expenses, totaling $715.18. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240128001,Financial Expenses,2024-01-28,603.61,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Financial Expenses, totaling $603.61. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240129083,Sale,2024-01-29,9546.66,,,Paid,,2000.0,,,R002,Business Room,3.0,3182.22,Cash,C012,477.33,9069.33,6000.0,3546.66,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $3182.22, totaling $9546.66. The cost amount for this transaction was $6000.00, with a tax amount of $477.33, leading to a total amount due of $9069.33. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240129084,Sale,2024-01-29,1240.86,,,Paid,,350.0,,,F002,Business Meal Set,2.0,620.43,Cash,C009,62.04,1178.82,700.0,540.86,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $620.43, totaling $1240.86. The cost amount for this transaction was $700.00, with a tax amount of $62.04, leading to a total amount due of $1178.82. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240129001,Sales Expenses,2024-01-29,831.34,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Sales Expenses, totaling $831.34. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240129001,Financial Expenses,2024-01-29,990.77,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Financial Expenses, totaling $990.77. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240130086,Sale,2024-01-30,2835.75,,,Paid,,2000.0,,,R002,Business Room,1.0,2835.75,Cash,C011,141.79,2693.96,2000.0,835.75,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2835.75, totaling $2835.75. The cost amount for this transaction was $2000.00, with a tax amount of $141.79, leading to a total amount due of $2693.96. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240130087,Sale,2024-01-30,24132.54,,,Unpaid,,5000.0,,,R003,Luxury Suite,3.0,8044.18,Account Receviable,C010,1206.63,22925.91,15000.0,9132.54,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $8044.18, totaling $24132.54. The cost amount for this transaction was $15000.00, with a tax amount of $1206.63, leading to a total amount due of $22925.91. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240130001,Sales Expenses,2024-01-30,788.26,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Sales Expenses, totaling $788.26. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240130001,Sales Expenses,2024-01-30,753.93,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Sales Expenses, totaling $753.93. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240131090,Sale,2024-01-31,594.97,,,Unpaid,,350.0,,,F002,Business Meal Set,1.0,594.97,Account Receviable,C002,29.75,565.22,350.0,244.97,,,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $594.97, totaling $594.97. The cost amount for this transaction was $350.00, with a tax amount of $29.75, leading to a total amount due of $565.22. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240131091,Sale,2024-01-31,5449.08,,,Paid,,880.0,,,F003,Deluxe Meal Set,4.0,1362.27,Cash,C015,272.45,5176.63,3520.0,1929.08,,,"On January 31, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1362.27, totaling $5449.08. The cost amount for this transaction was $3520.00, with a tax amount of $272.45, leading to a total amount due of $5176.63. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240131001,Administrative Expenses,2024-01-31,418.63,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Administrative Expenses, totaling $418.63. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240201092,Sale,2024-02-01,13490.28,,,Paid,,5000.0,,,R003,Luxury Suite,2.0,6745.14,Cash,C004,674.51,12815.77,10000.0,3490.28,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $6745.14, totaling $13490.28. The cost amount for this transaction was $10000.00, with a tax amount of $674.51, leading to a total amount due of $12815.77. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240201093,Sale,2024-02-01,9746.16,,,Paid,,1500.0,,,R001,Standard Room,4.0,2436.54,Cash,C013,487.31,9258.85,6000.0,3746.16,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2436.54, totaling $9746.16. The cost amount for this transaction was $6000.00, with a tax amount of $487.31, leading to a total amount due of $9258.85. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240201094,Sale,2024-02-01,2121.75,,,Paid,,1500.0,,,R001,Standard Room,1.0,2121.75,Cash,C014,106.09,2015.66,1500.0,621.75,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2121.75, totaling $2121.75. The cost amount for this transaction was $1500.00, with a tax amount of $106.09, leading to a total amount due of $2015.66. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240201001,Administrative Expenses,2024-02-01,739.88,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $739.88. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240201001,Administrative Expenses,2024-02-01,269.03,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $269.03. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,50737.35,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $50737.35.",
Interest20240201032,Interest Receivables,2024-02-01,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240202095,Sale,2024-02-02,12756.5,,,Paid,,1500.0,,,R001,Standard Room,5.0,2551.3,Cash,C017,637.83,12118.67,7500.0,5256.5,,,"On February 02, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2551.30, totaling $12756.50. The cost amount for this transaction was $7500.00, with a tax amount of $637.83, leading to a total amount due of $12118.67. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240202096,Sale,2024-02-02,33243.2,,,Unpaid,,5000.0,,,R003,Luxury Suite,5.0,6648.64,Account Receviable,C004,1662.16,31581.04,25000.0,8243.2,,,"On February 02, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $6648.64, totaling $33243.20. The cost amount for this transaction was $25000.00, with a tax amount of $1662.16, leading to a total amount due of $31581.04. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240202097,Sale,2024-02-02,7235.95,,,Unpaid,,5000.0,,,R003,Luxury Suite,1.0,7235.95,Account Receviable,C007,361.8,6874.15,5000.0,2235.95,,,"On February 02, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $7235.95, totaling $7235.95. The cost amount for this transaction was $5000.00, with a tax amount of $361.80, leading to a total amount due of $6874.15. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240202098,Sale,2024-02-02,11491.95,,,Paid,,1500.0,,,R001,Standard Room,5.0,2298.39,Cash,C008,574.6,10917.35,7500.0,3991.95,,,"On February 02, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2298.39, totaling $11491.95. The cost amount for this transaction was $7500.00, with a tax amount of $574.60, leading to a total amount due of $10917.35. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240202001,Financial Expenses,2024-02-02,724.84,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Financial Expenses, totaling $724.84. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240202033,Interest Receivables,2024-02-02,183.68,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 02, 2024, an invoice was issued for a Interest Receivables, totaling $183.68. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240203099,Sale,2024-02-03,3904.1,,,Unpaid,,1500.0,,,R001,Standard Room,2.0,1952.05,Account Receviable,C013,195.21,3708.89,3000.0,904.1,,,"On February 03, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $1952.05, totaling $3904.10. The cost amount for this transaction was $3000.00, with a tax amount of $195.21, leading to a total amount due of $3708.89. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240203100,Sale,2024-02-03,6405.87,,,Paid,,1500.0,,,R001,Standard Room,3.0,2135.29,Cash,C017,320.29,6085.58,4500.0,1905.87,,,"On February 03, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2135.29, totaling $6405.87. The cost amount for this transaction was $4500.00, with a tax amount of $320.29, leading to a total amount due of $6085.58. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231023,Purchase,2023-12-31,81200.0,Director,Supervisor,Paid,Bank Transfer,350.0,S001,Supplier 1,F002,Business Meal Set,232.0,350.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 232.0 units at a unit price of $350.00, totaling $81200.00. The payment_method of this transaction was bank transfer, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director. The supplier ID is S001, and the supplier name is Supplier 1.",
Expense20240203001,Administrative Expenses,2024-02-03,885.97,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Administrative Expenses, totaling $885.97. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Expense20240203001,Sales Expenses,2024-02-03,109.32,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 03, 2024, an invoice was issued for a Sales Expenses, totaling $109.32. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240203034,Interest Receivables,2024-02-03,176.45,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 03, 2024, an invoice was issued for a Interest Receivables, totaling $176.45. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240204102,Sale,2024-02-04,4195.58,,,Paid,,1500.0,,,R001,Standard Room,2.0,2097.79,Cash,C019,209.78,3985.8,3000.0,1195.58,,,"On February 04, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2097.79, totaling $4195.58. The cost amount for this transaction was $3000.00, with a tax amount of $209.78, leading to a total amount due of $3985.80. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240204103,Sale,2024-02-04,1041.4,,,Unpaid,,350.0,,,F002,Business Meal Set,2.0,520.7,Account Receviable,C002,52.07,989.33,700.0,341.4,,,"On February 04, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $520.70, totaling $1041.40. The cost amount for this transaction was $700.00, with a tax amount of $52.07, leading to a total amount due of $989.33. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240204104,Sale,2024-02-04,2866.11,,,Unpaid,,2000.0,,,R002,Business Room,1.0,2866.11,Account Receviable,C004,143.31,2722.8,2000.0,866.11,,,"On February 04, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2866.11, totaling $2866.11. The cost amount for this transaction was $2000.00, with a tax amount of $143.31, leading to a total amount due of $2722.80. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240204001,Administrative Expenses,2024-02-04,884.93,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,,,"On February 04, 2024, an invoice was issued for a Administrative Expenses, totaling $884.93. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240204035,Interest Receivables,2024-02-04,176.45,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 04, 2024, an invoice was issued for a Interest Receivables, totaling $176.45. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
