id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_cost_per_unit,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Interest20240124024,Interest Receivables,2024-01-24,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125079,Sale,2024-01-25,37131.55,,,Unpaid,5000.0,,,,R003,Luxury Suite,5.0,7426.31,Account Receviable,C003,1856.58,35274.97,25000.0,12131.55,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $7426.31, totaling $37131.55. The cost amount for this transaction was $25000.00, with a tax amount of $1856.58, leading to a total amount due of $35274.97. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240125080,Sale,2024-01-25,33841.48,,,Paid,5000.0,,,,R003,Luxury Suite,4.0,8460.37,Cash,C007,1692.07,32149.41,20000.0,13841.48,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $8460.37, totaling $33841.48. The cost amount for this transaction was $20000.00, with a tax amount of $1692.07, leading to a total amount due of $32149.41. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240125081,Sale,2024-01-25,1096.36,,,Unpaid,350.0,,,,F002,Business Meal Set,2.0,548.18,Account Receviable,C017,54.82,1041.54,700.0,396.36,,,"On January 25, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $548.18, totaling $1096.36. The cost amount for this transaction was $700.00, with a tax amount of $54.82, leading to a total amount due of $1041.54. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240125001,Administrative Expenses,2024-01-25,894.09,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Administrative Expenses, totaling $894.09. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240125001,Sales Expenses,2024-01-25,131.75,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $131.75. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240126083,Sale,2024-01-26,7040.85,,,Paid,880.0,,,,F003,Deluxe Meal Set,5.0,1408.17,Cash,C017,352.04,6688.81,4400.0,2640.85,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1408.17, totaling $7040.85. The cost amount for this transaction was $4400.00, with a tax amount of $352.04, leading to a total amount due of $6688.81. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240126084,Sale,2024-01-26,1495.4,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,1.0,1495.4,Account Receviable,C019,74.77,1420.63,880.0,615.4,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1495.40, totaling $1495.40. The cost amount for this transaction was $880.00, with a tax amount of $74.77, leading to a total amount due of $1420.63. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240126085,Sale,2024-01-26,20523.42,,,Paid,5000.0,,,,R003,Luxury Suite,3.0,6841.14,Cash,C013,1026.17,19497.25,15000.0,5523.42,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $6841.14, totaling $20523.42. The cost amount for this transaction was $15000.00, with a tax amount of $1026.17, leading to a total amount due of $19497.25. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240126086,Sale,2024-01-26,18946.0,,,Paid,2880.0,,,,F004,Banquet Set,5.0,3789.2,Cash,C007,947.3,17998.7,14400.0,4546.0,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3789.20, totaling $18946.00. The cost amount for this transaction was $14400.00, with a tax amount of $947.30, leading to a total amount due of $17998.70. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240126001,Sales Expenses,2024-01-26,892.97,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $892.97. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240126001,Sales Expenses,2024-01-26,136.4,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $136.40. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240127089,Sale,2024-01-27,40473.35,,,Unpaid,5000.0,,,,R003,Luxury Suite,5.0,8094.67,Account Receviable,C018,2023.67,38449.68,25000.0,15473.35,,,"On January 27, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $8094.67, totaling $40473.35. The cost amount for this transaction was $25000.00, with a tax amount of $2023.67, leading to a total amount due of $38449.68. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240127090,Sale,2024-01-27,13873.56,,,Unpaid,2000.0,,,,R002,Business Room,4.0,3468.39,Account Receviable,C003,693.68,13179.88,8000.0,5873.56,,,"On January 27, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3468.39, totaling $13873.56. The cost amount for this transaction was $8000.00, with a tax amount of $693.68, leading to a total amount due of $13179.88. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231020,Purchase,2023-12-31,558000.0,Director,Senior Staff,Unpaid,2000.0,Account Payable,S004,Supplier 4,R002,Business Room,279.0,2000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 279.0 units at a unit price of $2000.00, totaling $558000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Senior Staff, and the approver is Director. The supplier ID is S004, and the supplier name is Supplier 4.",
Expense20240127001,Financial Expenses,2024-01-27,771.17,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Financial Expenses, totaling $771.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240127001,Sales Expenses,2024-01-27,482.74,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Sales Expenses, totaling $482.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240128092,Sale,2024-01-28,13304.48,,,Paid,2000.0,,,,R002,Business Room,4.0,3326.12,Cash,C008,665.22,12639.26,8000.0,5304.48,,,"On January 28, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3326.12, totaling $13304.48. The cost amount for this transaction was $8000.00, with a tax amount of $665.22, leading to a total amount due of $12639.26. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240128093,Sale,2024-01-28,8894.62,,,Paid,5000.0,,,,R003,Luxury Suite,1.0,8894.62,Cash,C010,444.73,8449.89,5000.0,3894.62,,,"On January 28, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $8894.62, totaling $8894.62. The cost amount for this transaction was $5000.00, with a tax amount of $444.73, leading to a total amount due of $8449.89. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240128094,Sale,2024-01-28,7976.66,,,Paid,5000.0,,,,R003,Luxury Suite,1.0,7976.66,Cash,C014,398.83,7577.83,5000.0,2976.66,,,"On January 28, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $7976.66, totaling $7976.66. The cost amount for this transaction was $5000.00, with a tax amount of $398.83, leading to a total amount due of $7577.83. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240128095,Sale,2024-01-28,681.24,,,Paid,150.0,,,,F001,Quick Meal Set,3.0,227.08,Cash,C008,34.06,647.18,450.0,231.24,,,"On January 28, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $227.08, totaling $681.24. The cost amount for this transaction was $450.00, with a tax amount of $34.06, leading to a total amount due of $647.18. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240128001,Administrative Expenses,2024-01-28,282.54,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Administrative Expenses, totaling $282.54. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240129096,Sale,2024-01-29,4389.9,,,Paid,880.0,,,,F003,Deluxe Meal Set,3.0,1463.3,Cash,C004,219.5,4170.4,2640.0,1749.9,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1463.30, totaling $4389.90. The cost amount for this transaction was $2640.00, with a tax amount of $219.50, leading to a total amount due of $4170.40. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240129097,Sale,2024-01-29,2102.57,,,Unpaid,1500.0,,,,R001,Standard Room,1.0,2102.57,Account Receviable,C003,105.13,1997.44,1500.0,602.57,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2102.57, totaling $2102.57. The cost amount for this transaction was $1500.00, with a tax amount of $105.13, leading to a total amount due of $1997.44. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240129098,Sale,2024-01-29,14387.56,,,Paid,2000.0,,,,R002,Business Room,4.0,3596.89,Cash,C003,719.38,13668.18,8000.0,6387.56,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3596.89, totaling $14387.56. The cost amount for this transaction was $8000.00, with a tax amount of $719.38, leading to a total amount due of $13668.18. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240129099,Sale,2024-01-29,16771.85,,,Unpaid,2000.0,,,,R002,Business Room,5.0,3354.37,Account Receviable,C014,838.59,15933.26,10000.0,6771.85,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3354.37, totaling $16771.85. The cost amount for this transaction was $10000.00, with a tax amount of $838.59, leading to a total amount due of $15933.26. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240129001,Sales Expenses,2024-01-29,496.78,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Sales Expenses, totaling $496.78. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240130101,Sale,2024-01-30,841.92,,,Paid,150.0,,,,F001,Quick Meal Set,4.0,210.48,Cash,C002,42.1,799.82,600.0,241.92,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $210.48, totaling $841.92. The cost amount for this transaction was $600.00, with a tax amount of $42.10, leading to a total amount due of $799.82. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240130102,Sale,2024-01-30,3975.24,,,Paid,880.0,,,,F003,Deluxe Meal Set,3.0,1325.08,Cash,C012,198.76,3776.48,2640.0,1335.24,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1325.08, totaling $3975.24. The cost amount for this transaction was $2640.00, with a tax amount of $198.76, leading to a total amount due of $3776.48. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240130103,Sale,2024-01-30,1510.41,,,Unpaid,350.0,,,,F002,Business Meal Set,3.0,503.47,Account Receviable,C010,75.52,1434.89,1050.0,460.41,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $503.47, totaling $1510.41. The cost amount for this transaction was $1050.00, with a tax amount of $75.52, leading to a total amount due of $1434.89. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240130001,Sales Expenses,2024-01-30,448.51,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Sales Expenses, totaling $448.51. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240131105,Sale,2024-01-31,9959.56,,,Paid,1500.0,,,,R001,Standard Room,4.0,2489.89,Cash,C018,497.98,9461.58,6000.0,3959.56,,,"On January 31, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2489.89, totaling $9959.56. The cost amount for this transaction was $6000.00, with a tax amount of $497.98, leading to a total amount due of $9461.58. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240131106,Sale,2024-01-31,246.26,,,Unpaid,150.0,,,,F001,Quick Meal Set,1.0,246.26,Account Receviable,C009,12.31,233.95,150.0,96.26,,,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $246.26, totaling $246.26. The cost amount for this transaction was $150.00, with a tax amount of $12.31, leading to a total amount due of $233.95. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240131107,Sale,2024-01-31,2484.94,,,Paid,880.0,,,,F003,Deluxe Meal Set,2.0,1242.47,Cash,C018,124.25,2360.69,1760.0,724.94,,,"On January 31, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $1242.47, totaling $2484.94. The cost amount for this transaction was $1760.00, with a tax amount of $124.25, leading to a total amount due of $2360.69. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240131001,Financial Expenses,2024-01-31,105.38,Director,Supervisor,Paid,,Cash,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Financial Expenses, totaling $105.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240131001,Administrative Expenses,2024-01-31,299.98,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Administrative Expenses, totaling $299.98. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,91.1,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $91.10. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240201108,Sale,2024-02-01,5115.08,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,4.0,1278.77,Account Receviable,C018,255.75,4859.33,3520.0,1595.08,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1278.77, totaling $5115.08. The cost amount for this transaction was $3520.00, with a tax amount of $255.75, leading to a total amount due of $4859.33. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240201109,Sale,2024-02-01,3933.09,,,Unpaid,880.0,,,,F003,Deluxe Meal Set,3.0,1311.03,Account Receviable,C006,196.65,3736.44,2640.0,1293.09,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1311.03, totaling $3933.09. The cost amount for this transaction was $2640.00, with a tax amount of $196.65, leading to a total amount due of $3736.44. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240201110,Sale,2024-02-01,660.27,,,Unpaid,150.0,,,,F001,Quick Meal Set,3.0,220.09,Account Receviable,C003,33.01,627.26,450.0,210.27,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $220.09, totaling $660.27. The cost amount for this transaction was $450.00, with a tax amount of $33.01, leading to a total amount due of $627.26. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,464570.86,,,Paid,,Bank Transfer,S007,Supplier 7,,,,,,,,,,,Kitchen Equipment8,Kitchen Equipment,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $464570.86. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240201001,Sales Expenses,2024-02-01,454.64,Director,Senior Staff,Paid,,Cash,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Sales Expenses, totaling $454.64. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Staff, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,86352.28,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $86352.28.",
Interest20240201032,Interest Receivables,2024-02-01,49.76,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $49.76. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
