id,recorded_type,recorded_date,recorded_amount,recorded_cost_per_unit,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,asset_name,asset_type,invoice,risk_issues
Sale20240126081,Sale,2024-01-26,2243.45,1500.0,,,Unpaid,,,,R001,Standard Room,1.0,2243.45,Account Receviable,C003,112.17,2131.28,1500.0,743.45,,,"On January 26, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2243.45, totaling $2243.45. The cost amount for this transaction was $1500.00, with a tax amount of $112.17, leading to a total amount due of $2131.28. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Purchase20231231021,Purchase,2023-12-31,1115000.0,5000.0,Director,Staff,Unpaid,Account Payable,S005,Supplier 5,R003,Luxury Suite,223.0,5000.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 223.0 units at a unit price of $5000.00, totaling $1115000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240126001,Sales Expenses,2024-01-26,175.34,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $175.34. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240126001,Sales Expenses,2024-01-26,250.53,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Sales Expenses, totaling $250.53. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240127084,Sale,2024-01-27,685.53,150.0,,,Paid,,,,F001,Quick Meal Set,3.0,228.51,Cash,C012,34.28,651.25,450.0,235.53,,,"On January 27, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $228.51, totaling $685.53. The cost amount for this transaction was $450.00, with a tax amount of $34.28, leading to a total amount due of $651.25. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240127085,Sale,2024-01-27,9136.16,1500.0,,,Unpaid,,,,R001,Standard Room,4.0,2284.04,Account Receviable,C003,456.81,8679.35,6000.0,3136.16,,,"On January 27, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $2284.04, totaling $9136.16. The cost amount for this transaction was $6000.00, with a tax amount of $456.81, leading to a total amount due of $8679.35. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240127001,Administrative Expenses,2024-01-27,224.57,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Administrative Expenses, totaling $224.57. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240128086,Sale,2024-01-28,13079.65,1500.0,,,Paid,,,,R001,Standard Room,5.0,2615.93,Cash,C009,653.98,12425.67,7500.0,5579.65,,,"On January 28, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2615.93, totaling $13079.65. The cost amount for this transaction was $7500.00, with a tax amount of $653.98, leading to a total amount due of $12425.67. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231022,Purchase,2023-12-31,88880.0,880.0,Director,Staff,Unpaid,Account Payable,S002,Supplier 2,F003,Deluxe Meal Set,101.0,880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 101.0 units at a unit price of $880.00, totaling $88880.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240128001,Sales Expenses,2024-01-28,348.96,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Sales Expenses, totaling $348.96. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240128001,Sales Expenses,2024-01-28,164.98,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Sales Expenses, totaling $164.98. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,368.02,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $368.02. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240129089,Sale,2024-01-29,14857.74,2880.0,,,Unpaid,,,,F004,Banquet Set,3.0,4952.58,Account Receviable,C019,742.89,14114.85,8640.0,6217.74,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $4952.58, totaling $14857.74. The cost amount for this transaction was $8640.00, with a tax amount of $742.89, leading to a total amount due of $14114.85. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240129090,Sale,2024-01-29,4034.58,2880.0,,,Unpaid,,,,F004,Banquet Set,1.0,4034.58,Account Receviable,C005,201.73,3832.85,2880.0,1154.58,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $4034.58, totaling $4034.58. The cost amount for this transaction was $2880.00, with a tax amount of $201.73, leading to a total amount due of $3832.85. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240129091,Sale,2024-01-29,7088.9,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,5.0,1417.78,Account Receviable,C015,354.44,6734.46,4400.0,2688.9,,,"On January 29, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1417.78, totaling $7088.90. The cost amount for this transaction was $4400.00, with a tax amount of $354.44, leading to a total amount due of $6734.46. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
FixedAsset20231231001,Fixed Assets Purchase,2023-12-31,383011.45,,,,Paid,Bank Transfer,S007,Supplier 7,,,,,,,,,,,Kitchen Equipment5,Kitchen Equipment,"On December 31, 2023, an invoice was issued for a Fixed Assets Purchase, totaling $383011.45. The payment_method of this transaction was bank transfer, and this transaction was paid. The supplier ID is S007, and the supplier name is Supplier 7.",
Purchase20231231023,Purchase,2023-12-31,110880.0,880.0,Director,Staff,Paid,Cash,S007,Supplier 7,F003,Deluxe Meal Set,126.0,880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 126.0 units at a unit price of $880.00, totaling $110880.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240129001,Administrative Expenses,2024-01-29,776.41,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Administrative Expenses, totaling $776.41. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,333.94,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $333.94. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240130092,Sale,2024-01-30,15431.0,2000.0,,,Paid,,,,R002,Business Room,5.0,3086.2,Cash,C019,771.55,14659.45,10000.0,5431.0,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3086.20, totaling $15431.00. The cost amount for this transaction was $10000.00, with a tax amount of $771.55, leading to a total amount due of $14659.45. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240130093,Sale,2024-01-30,7835.98,2880.0,,,Unpaid,,,,F004,Banquet Set,2.0,3917.99,Account Receviable,C012,391.8,7444.18,5760.0,2075.98,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $3917.99, totaling $7835.98. The cost amount for this transaction was $5760.00, with a tax amount of $391.80, leading to a total amount due of $7444.18. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240130094,Sale,2024-01-30,17157.3,2000.0,,,Paid,,,,R002,Business Room,5.0,3431.46,Cash,C007,857.87,16299.43,10000.0,7157.3,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3431.46, totaling $17157.30. The cost amount for this transaction was $10000.00, with a tax amount of $857.87, leading to a total amount due of $16299.43. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240130095,Sale,2024-01-30,1384.21,880.0,,,Paid,,,,F003,Deluxe Meal Set,1.0,1384.21,Cash,C007,69.21,1315.0,880.0,504.21,,,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1384.21, totaling $1384.21. The cost amount for this transaction was $880.00, with a tax amount of $69.21, leading to a total amount due of $1315.00. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231024,Purchase,2023-12-31,259600.0,880.0,Director,Staff,Paid,Cash,S002,Supplier 2,F003,Deluxe Meal Set,295.0,880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 295.0 units at a unit price of $880.00, totaling $259600.00. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S002, and the supplier name is Supplier 2.",
Expense20240130001,Sales Expenses,2024-01-30,876.45,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Sales Expenses, totaling $876.45. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,333.94,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $333.94. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240131097,Sale,2024-01-31,19289.24,2880.0,,,Paid,,,,F004,Banquet Set,4.0,4822.31,Cash,C010,964.46,18324.78,11520.0,7769.24,,,"On January 31, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $4822.31, totaling $19289.24. The cost amount for this transaction was $11520.00, with a tax amount of $964.46, leading to a total amount due of $18324.78. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240131098,Sale,2024-01-31,35082.76,5000.0,,,Unpaid,,,,R003,Luxury Suite,4.0,8770.69,Account Receviable,C002,1754.14,33328.62,20000.0,15082.76,,,"On January 31, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $8770.69, totaling $35082.76. The cost amount for this transaction was $20000.00, with a tax amount of $1754.14, leading to a total amount due of $33328.62. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240131001,Administrative Expenses,2024-01-31,611.55,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Administrative Expenses, totaling $611.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,333.94,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $333.94. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240201099,Sale,2024-02-01,7854.57,1500.0,,,Paid,,,,R001,Standard Room,3.0,2618.19,Cash,C017,392.73,7461.84,4500.0,3354.57,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2618.19, totaling $7854.57. The cost amount for this transaction was $4500.00, with a tax amount of $392.73, leading to a total amount due of $7461.84. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240201100,Sale,2024-02-01,7129.04,2000.0,,,Unpaid,,,,R002,Business Room,2.0,3564.52,Account Receviable,C015,356.45,6772.59,4000.0,3129.04,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $3564.52, totaling $7129.04. The cost amount for this transaction was $4000.00, with a tax amount of $356.45, leading to a total amount due of $6772.59. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240201101,Sale,2024-02-01,4096.11,880.0,,,Paid,,,,F003,Deluxe Meal Set,3.0,1365.37,Cash,C007,204.81,3891.3,2640.0,1456.11,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $1365.37, totaling $4096.11. The cost amount for this transaction was $2640.00, with a tax amount of $204.81, leading to a total amount due of $3891.30. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240201102,Sale,2024-02-01,10086.6,1500.0,,,Unpaid,,,,R001,Standard Room,5.0,2017.32,Account Receviable,C001,504.33,9582.27,7500.0,2586.6,,,"On February 01, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2017.32, totaling $10086.60. The cost amount for this transaction was $7500.00, with a tax amount of $504.33, leading to a total amount due of $9582.27. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240201001,Financial Expenses,2024-02-01,200.69,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Financial Expenses, totaling $200.69. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Expense20240201001,Administrative Expenses,2024-02-01,110.38,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $110.38. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Supervisor, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,69766.11,,,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $69766.11.",
Interest20240201032,Interest Receivables,2024-02-01,333.94,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $333.94. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240202103,Sale,2024-02-02,15481.68,2880.0,,,Paid,,,,F004,Banquet Set,4.0,3870.42,Cash,C003,774.08,14707.6,11520.0,3961.68,,,"On February 02, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $3870.42, totaling $15481.68. The cost amount for this transaction was $11520.00, with a tax amount of $774.08, leading to a total amount due of $14707.60. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240202104,Sale,2024-02-02,538.52,150.0,,,Paid,,,,F001,Quick Meal Set,2.0,269.26,Cash,C017,26.93,511.59,300.0,238.52,,,"On February 02, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $269.26, totaling $538.52. The cost amount for this transaction was $300.00, with a tax amount of $26.93, leading to a total amount due of $511.59. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231025,Purchase,2023-12-31,570240.0,2880.0,Director,Staff,Unpaid,Account Payable,S005,Supplier 5,F004,Banquet Set,198.0,2880.0,,,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 198.0 units at a unit price of $2880.00, totaling $570240.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Staff, and the approver is Director. The supplier ID is S005, and the supplier name is Supplier 5.",
Expense20240202001,Sales Expenses,2024-02-02,935.92,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Sales Expenses, totaling $935.92. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Expense20240202001,Sales Expenses,2024-02-02,160.62,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,,"On February 02, 2024, an invoice was issued for a Sales Expenses, totaling $160.62. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Staff, and the approver is Director.",
Interest20240202033,Interest Receivables,2024-02-02,333.94,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,,"On February 02, 2024, an invoice was issued for a Interest Receivables, totaling $333.94. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
